v	1000000	PREPOSITION
a	802241	OTHER
na	461888	PREPOSITION
je	343037	VERB	byť
kategória	272825	OTHER
z	216331	PREPOSITION
s	206613	PREPOSITION
roku	188880	NOUN,OTHER	rok
do	154342	PREPOSITION
aj	150089	OTHER
ako	140773	OTHER
bol	114728	VERB	byť
o	101584	PREPOSITION
po	97852	PREPOSITION
od	97355	PREPOSITION
iné	85609	ADJECTIVE	iný
pozri	79844	OTHER
za	78708	PREPOSITION
projekty	77513	OTHER
vo	75810	OTHER
k	75263	PREPOSITION
pre	75118	PREPOSITION
jeho	71450	OTHER
že	67841	OTHER
referencie	64830	NOUN,OTHER	referencia
sú	64021	VERB	byť
alebo	62971	OTHER
obce	62707	OTHER
bola	61188	VERB	byť
ktorý	60291	OTHER
mba	58018	OTHER
ktoré	56777	OTHER
pri	55905	PREPOSITION
ktorá	54873	OTHER
má	53128	VERB	mať
obyvateľov	52870	NOUN,OTHER	obyvateľ
obec	52867	NOUN,OTHER
až	44468	OTHER
boli	44401	VERB	byť
odkazy	43833	OTHER
externé	43641	OTHER
i	43569	OTHER
zoznam	42710	NOUN,OTHER
departemente	40415	OTHER
bolo	38926	VERB	byť
nachádza	38125	OTHER
bod	37776	OTHER
jej	37252	OTHER
medzi	35948	NOUN,PREPOSITION	medza
ich	35419	OTHER
zo	34404	OTHER
socorro	33363	OTHER
podľa	32857	PREPOSITION
však	31467	OTHER
pod	30309	PREPOSITION
rokoch	29818	NOUN,OTHER	rok
pred	29107	OTHER
byť	28848	VERB
čo	28280	OTHER
počas	28221	PREPOSITION
už	27847	OTHER
obci	26786	OTHER
keď	26444	OTHER
rokov	25866	NOUN,OTHER	rok
obcí	25132	OTHER
môže	24513	VERB	môcť
tiež	24148	OTHER
počet	23962	NOUN,OTHER
neskôr	23842	OTHER
časti	23408	NOUN,OTHER	časť
slovensku	22927	OTHER
nad	22692	PREPOSITION
zdroj	22607	OTHER
tak	22600	OTHER
len	22326	OTHER
storočia	22281	NOUN,OTHER	storočie
regióne	22210	OTHER
francúzska	22188	OTHER
aby	22145	NOUN,OTHER	aba
rozlohu	21933	OTHER
poloha	21657	OTHER
vývoj	20372	OTHER
obyvateľstvo	20170	OTHER
najvyšší	20005	ADJECTIVE	vysoký
okrese	19855	NOUN,OTHER	okres
mesto	19629	NOUN,OTHER	amerícium
počtu	18813	NOUN,OTHER	počet
časť	18459	NOUN,OTHER
graf	18353	OTHER
miesto	18246	NOUN,PREPOSITION
položený	18206	OTHER
najnižší	18139	ADJECTIVE	nízky
skupiny	17997	OTHER
departementu	17803	OTHER
nasledujúci	17656	ADJECTIVE
osobnosti	17652	OTHER
zobrazuje	17468	OTHER
slovenský	17329	NOUN,ADJECTIVE	slovák
mesta	17323	NOUN,OTHER	mesto
u	17220	NOUN,PREPOSITION	zob
nie	17050	OTHER
či	16879	OTHER
stal	16697	OTHER
skupina	16068	OTHER
proti	15940	PREPOSITION
ktorú	15709	OTHER
potom	15486	OTHER
tento	15301	OTHER
súbor	15118	OTHER
oblasti	15106	NOUN,OTHER	oblasť
september	15046	NOUN,OTHER
roka	14851	NOUN,OTHER	rok
najmä	14706	OTHER
mal	14672	VERB	mať
veľmi	14358	OTHER
pričom	14315	OTHER
tejto	14027	OTHER
spolu	13699	OTHER
stránka	13606	OTHER
približne	13516	OTHER
cez	13391	PREPOSITION
napr	13305	OTHER
