pada	507649	OTHER
dari	454226	OTHER
dengan	376128	OTHER
ini	363930	VERB	inilah
dalam	314960	VERB	mendalam
untuk	314679	OTHER
kategori	292032	OTHER
adalah	287519	OTHER
tahun	274199	VERB	menahun
sebagai	249692	OTHER
oleh	212902	OTHER
ke	177845	OTHER
juga	146012	OTHER
menjadi	134072	VERB
tidak	127863	VERB	tidaklah
referensi	123942	OTHER
tersebut	122231	VERB	menyebut
atau	121573	OTHER
merupakan	115338	VERB	berupa
mereka	100683	OTHER
sebuah	98644	OTHER
luar	91256	VERB	meluar
memiliki	85503	VERB
bagian	84862	NOUN,OTHER
bahwa	84018	OTHER
dapat	83113	VERB	mendapat
satu	82551	VERB	menyatu
telah	78225	OTHER
lebih	78224	VERB	melebih
spesies	74206	OTHER
karena	73108	OTHER
setelah	72852	NOUN,OTHER
kota	71647	OTHER
pranala	70709	OTHER
secara	69853	NOUN,OTHER
seperti	69819	OTHER
pertama	68888	OTHER
seorang	64849	NOUN,OTHER
besar	63010	VERB	membesar
beberapa	61223	OTHER
akan	60911	VERB	mengakan
orang	60712	VERB	mohonlah
saat	60629	OTHER
kemudian	60363	OTHER
dia	60329	OTHER
amerika	58170	OTHER
desa	56830	OTHER
nama	52925	OTHER
hingga	51521	OTHER
tetapi	50908	VERB	menetapi
dua	50580	VERB	mendua
bahasa	50187	OTHER
salah	49666	VERB	menyalah
wilayah	49487	OTHER
antara	46982	VERB	mengantara
lain	46607	OTHER
atas	45495	VERB	mengatas
negara	45121	OTHER
dunia	44857	VERB	mendunia
kabupaten	44331	OTHER
selatan	44326	OTHER
banyak	43448	VERB	membanyak
serta	42389	OTHER
selama	42219	NOUN,OTHER
serikat	41895	OTHER
tanggal	41894	OTHER
baru	41875	OTHER
barat	39154	OTHER
kepada	38521	OTHER
lagu	38270	VERB	melagu
kali	36665	OTHER
digunakan	36662	VERB	berguna
kedua	36017	OTHER
kecamatan	35779	NOUN,OTHER
anggota	35704	OTHER
daftar	35467	VERB	mendaftar
utama	34788	OTHER
utara	34587	VERB	mengutara
hanya	34486	OTHER
lainnya	33979	OTHER
jepang	33614	OTHER
ketika	33586	OTHER
tempat	33221	OTHER
sekitar	32882	NOUN,OTHER
kembali	32519	VERB	kembalilah
masa	32453	OTHER
yaitu	32361	OTHER
gereja	31958	OTHER
termasuk	31938	OTHER
bulan	31919	VERB	membulan
pemain	31649	NOUN,OTHER
sama	31546	VERB	menyama
sejak	31537	OTHER
bersama	31335	VERB
melalui	30924	VERB
menggunakan	30918	VERB	berguna
daerah	30853	OTHER
dikenal	30631	VERB	mengenal
sejarah	30424	VERB	menyejarah
musim	30218	OTHER
provinsi	29871	OTHER
terhadap	29763	VERB	menghadap
hari	29750	OTHER
sangat	29293	VERB	sangatlah
inggris	29180	OTHER
tinggi	28977	VERB	meninggi
terletak	28924	VERB	meletak
tentang	28735	VERB	menentang
biasanya	28722	OTHER
berada	28618	VERB
kelas	28228	OTHER
namun	28019	OTHER
nasional	28002	VERB	menasional
awal	27928	OTHER
kayu	27871	OTHER
perusahaan	27853	NOUN,OTHER
mulai	27780	VERB	memulai
sendiri	27228	VERB	menyendiri
tiga	27167	OTHER
perang	26919	VERB	memerangi
bawah	26715	OTHER
tokoh	26613	OTHER
umum	26611	OTHER
rumah	26547	OTHER
bagi	26336	VERB	membagi
hidup	26160	VERB	menghidupi
mana	26022	OTHER
berbagai	25904	VERB
famili	25896	OTHER
waktu	25774	OTHER
jawa	25540	OTHER
pendidikan	25451	NOUN,OTHER
sekolah	25362	OTHER
sementara	25285	OTHER
laut	25175	VERB	melaut
anak	24925	OTHER
tengah	24875	VERB	menengah
ordo	24834	OTHER
sehingga	24661	OTHER
sampai	24657	VERB	menyampai
abad	24622	OTHER
negeri	24587	OTHER
masyarakat	24570	VERB	memasyarakat
mei	24495	OTHER
bola	24460	OTHER
sistem	24332	OTHER
universitas	24328	OTHER
resmi	24138	OTHER
sungai	23859	OTHER
musik	23853	OTHER
sebelum	23666	OTHER
disebut	23579	VERB	menyebut
membuat	23451	VERB
masih	23260	OTHER
berasal	23186	VERB
lihat	23046	VERB	melihat
terdapat	22862	VERB	mendapat
sebagian	22849	NOUN,OTHER
raja	22839	VERB	meraja
semua	22745	OTHER
kecil	22583	VERB	mengecil
pulau	21964	OTHER
selain	21889	OTHER
melakukan	21339	OTHER
pemerintah	21279	NOUN,OTHER
panjang	21237	VERB	memanjang
meskipun	21231	OTHER
pernah	21211	OTHER
pula	21137	OTHER
terjadi	21030	OTHER
pusat	20942	OTHER
prancis	20835	OTHER
jumlah	20719	VERB	menjumlah
karya	20672	OTHER
presiden	20589	OTHER
penduduk	20553	NOUN,OTHER
kepala	20541	OTHER
baik	20242	VERB	membaik
tergolong	20106	OTHER
sebelumnya	20040	OTHER
diri	20036	VERB	dirilah
akhir	20018	OTHER
keluarga	20013	OTHER
sepak	19992	VERB	menyepak
jerman	19968	OTHER
terdiri	19965	OTHER
setiap	19881	OTHER
seluruh	19694	VERB	menyeluruh
menurut	19663	VERB
eropa	19526	OTHER
stasiun	19469	OTHER
bisa	19448	OTHER
berdasarkan	19369	VERB
sering	19260	OTHER
oktober	19185	OTHER
partai	19071	OTHER
situs	19018	OTHER
jalan	19010	OTHER
kumbang	19007	OTHER
televisi	18993	OTHER
lahir	18976	OTHER
belanda	18782	OTHER
tanah	18628	OTHER
katolik	18526	OTHER
dilakukan	18521	OTHER
sudah	18506	VERB	sudahlah
suatu	18490	OTHER
menteri	18157	OTHER
sekarang	18044	OTHER
internasional	18042	VERB	menginternasional
harus	18019	VERB	haruslah
lalat	18009	OTHER
menyebabkan	18007	VERB	bersebab
penghargaan	17852	NOUN,OTHER
maret	17793	OTHER
manusia	17745	OTHER
acara	17586	VERB	mengacara
perempuan	17546	OTHER
grup	17450	OTHER
tiongkok	17317	OTHER
desember	17179	OTHER
kerajaan	17139	NOUN,OTHER
asal	17107	OTHER
agustus	17085	OTHER
bentuk	17077	VERB	membentuk
memberikan	17051	VERB
pemerintahan	16937	NOUN,OTHER
januari	16924	OTHER
jalur	16632	OTHER
berhasil	16584	VERB
bernama	16564	VERB
udara	16557	VERB	mengudara
juli	16526	OTHER
hasil	16478	OTHER
akhirnya	16468	OTHER
politik	16392	OTHER
dirilis	16389	VERB	merilis
kelompok	16322	VERB	mengelompok
juni	16273	OTHER
bidang	16249	OTHER
empat	16215	OTHER
jika	16201	OTHER
hukum	16148	VERB	menghukum
pemeran	16123	NOUN,OTHER
ditemukan	15990	VERB	bertemu
tetap	15681	OTHER
seri	15523	VERB	menyeri
suara	15521	OTHER
kehidupan	15517	NOUN,OTHER
militer	15327	OTHER
jenis	15318	OTHER
budaya	15299	VERB	membudaya
pasukan	15297	NOUN,OTHER
luas	15293	VERB	meluas
filum	15244	OTHER
animalia	15101	OTHER
ibu	15019	OTHER
tanpa	15001	OTHER
kereta	14962	OTHER
diterbitkan	14956	VERB	menerbitkan
kapal	14931	OTHER
sumber	14897	OTHER
catatan	14827	NOUN,OTHER
februari	14803	OTHER
posisi	14704	OTHER
agama	14662	OTHER
lagi	14660	OTHER
republik	14606	OTHER
hubungan	14605	NOUN,OTHER
lalu	14598	VERB	lalulah
sebesar	14591	NOUN,OTHER
raya	14579	OTHER
gelar	14573	VERB	menggelar
mencapai	14563	VERB
arthropoda	14540	OTHER
cerambycidae	14497	OTHER
insecta	14461	OTHER
angkatan	14397	NOUN,OTHER
terbaik	14315	VERB	membaik
terakhir	14308	ADJECTIVE
muda	14269	VERB	mudalah
masuk	14144	VERB	masuklah
wanita	14094	OTHER
bekerja	14090	VERB
menyatakan	14071	VERB
tak	14055	OTHER
menunjukkan	14039	VERB
putra	13953	OTHER
klub	13948	OTHER
kata	13944	VERB	mengata
suku	13924	OTHER
ekonomi	13922	OTHER
buku	13890	VERB	membuku
karier	13865	OTHER
dekat	13844	VERB	mendekati
agung	13762	OTHER
tumbuhan	13714	NOUN,OTHER
tingkat	13691	VERB	meningkat
keuskupan	13676	NOUN,OTHER
berbeda	13636	VERB
organisasi	13568	VERB	mengorganisasi
berikut	13488	VERB
menerima	13461	VERB
ketiga	13428	OTHER
juta	13386	OTHER
sosial	13380	OTHER
didirikan	13365	VERB	berdiri
mungkin	13329	OTHER
bangunan	13270	NOUN,OTHER
menjabat	13236	VERB
dianggap	13152	VERB	menganggap
putri	13140	OTHER
langsung	13081	OTHER
penting	13047	OTHER
umumnya	13020	OTHER
periode	13019	OTHER
ilmiah	13007	OTHER
dewan	12910	OTHER
jiwa	12843	OTHER
pun	12841	OTHER
produksi	12802	VERB	memproduksi
lima	12767	OTHER
mengenai	12715	VERB
rusia	12714	OTHER
liga	12713	OTHER
muncul	12695	OTHER
ketua	12624	OTHER
pertandingan	12578	NOUN,OTHER
bermain	12547	VERB
cukup	12509	OTHER
pesawat	12498	NOUN,OTHER
mendapatkan	12479	VERB	berdapat
maupun	12460	OTHER
mengalami	12450	VERB
versi	12382	OTHER
khusus	12359	VERB	mengkhusus
piala	12359	OTHER
permainan	12359	NOUN,OTHER
bumi	12348	VERB	membumi
sedangkan	12333	OTHER
sedang	12235	OTHER
terutama	12074	ADJECTIVE
meninggal	11974	VERB
gunung	11955	VERB	menggunung
maka	11870	OTHER
kawasan	11811	OTHER
pemilihan	11810	NOUN,OTHER
kematian	11804	NOUN,OTHER
nomor	11748	OTHER
sejumlah	11725	OTHER
dasar	11711	VERB	mendasar
penulis	11664	NOUN,OTHER
melawan	11664	VERB
rakyat	11602	VERB	merakyat
bahan	11582	VERB	membahan
dibuat	11558	VERB	membuat
wakil	11380	OTHER
distrik	11346	OTHER
terkenal	11331	VERB,ADJECTIVE	mengenal
berkas	11325	VERB	memberkas
awalnya	11322	OTHER
ilmu	11221	OTHER
kaki	11216	OTHER
tinggal	11214	VERB	tinggallah
alam	11210	VERB	mengalami
perdana	11209	OTHER
batu	11135	VERB	membatu
ruang	11045	VERB	meruang
memenangkan	11019	VERB
batang	11000	OTHER
belakang	10907	VERB	membelakang
seni	10849	OTHER
matahari	10846	OTHER
peran	10820	OTHER
sepanjang	10819	OTHER
kerja	10811	OTHER
cara	10767	OTHER
bergabung	10757	VERB
makanan	10750	NOUN,OTHER
lingkungan	10749	NOUN,OTHER
pembangunan	10736	NOUN,OTHER
dimulai	10733	VERB	memulai
babak	10595	OTHER
bintang	10529	OTHER
ditulis	10482	VERB	menulis
uskup	10454	OTHER
daya	10278	OTHER
menghasilkan	10268	VERB	berhasil
kerusakan	10247	NOUN,ADJECTIVE
membentuk	10240	VERB
laki-laki	10238	OTHER
mengambil	10154	VERB
