και	657521	OTHER
του	627468	OTHER
το	515001	OTHER
της	440167	OTHER
την	321626	OTHER
από	306514	PREPOSITION
με	274401	PREPOSITION
να	211981	OTHER
τον	210828	OTHER
που	199340	OTHER
των	182668	OTHER
σε	167244	PREPOSITION
στην	166774	OTHER
για	164065	PREPOSITION
τα	157406	OTHER
τη	149829	OTHER
οι	146149	OTHER
είναι	146117	VERB	είμαι
στο	144419	OTHER
τους	121552	OTHER
στη	96337	OTHER
ήταν	91887	VERB	είμαι
τις	82998	OTHER
ως	75267	PREPOSITION
στις	71173	OTHER
στον	61683	OTHER
ένα	60861	OTHER
ότι	58554	OTHER
δεν	58280	OTHER
στα	53963	OTHER
μια	53626	OTHER
κατά	50562	PREPOSITION
έχει	39244	VERB	έχω
αλλά	38943	OTHER
είχε	38416	VERB	έχω
μετά	37348	PREPOSITION
όπως	35946	OTHER
ενώ	34833	OTHER
θα	32440	OTHER
οποία	31465	OTHER
επίσης	31281	OTHER
δύο	29751	OTHER
αυτό	28069	OTHER
καθώς	23857	OTHER
αυτή	23607	OTHER
όπου	23534	OTHER
όταν	23153	OTHER
μέχρι	21938	PREPOSITION
στους	21842	OTHER
οποίο	21072	OTHER
μεταξύ	20819	OTHER
προς	20291	PREPOSITION
έχουν	19834	VERB	έχω
όμως	19601	OTHER
αν	19509	OTHER
μία	19442	OTHER
χρόνια	18647	NOUN,ADJECTIVE	χρόνος
έγινε	17900	OTHER
πιο	17620	OTHER
πρώτη	17069	OTHER
αιώνα	17042	NOUN,OTHER	αιώνας
πόλη	16902	NOUN,OTHER
μπορεί	16733	VERB	μπορώ
περιοχή	15979	NOUN,OTHER
μόνο	15669	ADJECTIVE	μόνος
ένας	15189	OTHER
πολύ	14916	ADJECTIVE	πολύς
σύμφωνα	14795	NOUN,ADJECTIVE	σύμφωνο
έτσι	14767	OTHER
κάθε	14423	OTHER
θέση	14256	NOUN,OTHER
τότε	14117	OTHER
είχαν	13380	VERB	έχω
περίοδο	13158	NOUN,OTHER	περίοδος
ενός	13144	OTHER
σήμερα	12917	OTHER
μέσα	12887	NOUN,ADJECTIVE	μέσο
αργότερα	12796	OTHER
μαζί	12644	OTHER
οποίος	12595	OTHER
βρίσκεται	12316	VERB	βρίσκω
όνομα	12256	NOUN,OTHER
διάρκεια	12179	NOUN,OTHER
περίπου	11981	OTHER
έναν	11964	OTHER
μέρος	11643	NOUN,OTHER
λόγω	11596	PREPOSITION
πως	11452	OTHER
κυρίως	11444	OTHER
ομάδα	10736	NOUN,OTHER
Ελλάδα	10721	PROPER_NOUN
μεγάλη	10601	NOUN,ADJECTIVE	μεγάλος
αυτά	10410	OTHER
υπό	10376	PREPOSITION
έως	10251	PREPOSITION
πριν	10230	PREPOSITION
πάνω	10085	OTHER
ωστόσο	9994	OTHER
ου	9799	OTHER
υπάρχουν	9740	VERB	υπάρχω
εποχή	9645	NOUN,OTHER
πρώτο	9596	OTHER
νέα	9562	NOUN,ADJECTIVE	νέο
χωρίς	9454	PREPOSITION
πολλές	9309	ADJECTIVE	πολύς
φορά	9265	NOUN,VERB
αποτελεί	9219	OTHER
υπάρχει	9197	VERB	υπάρχω
έργο	9085	NOUN,OTHER
χώρα	8917	NOUN,OTHER
πόλης	8813	NOUN,OTHER	πόλη
ίδια	8766	ADJECTIVE	ίδιος
επί	8502	PREPOSITION
αποτέλεσμα	8407	NOUN,OTHER
δηλαδή	8391	OTHER
πολλά	8354	ADJECTIVE	πολύς
άλλες	8242	OTHER
τέλος	8215	NOUN,OTHER
συνέχεια	8185	NOUN,OTHER
αυτές	8161	OTHER
εκεί	8084	OTHER
τόσο	8025	OTHER
αφού	8019	OTHER
άλλα	7982	OTHER
ακόμα	7944	OTHER
εκτός	7810	PREPOSITION
μιας	7774	OTHER
σειρά	7768	NOUN,OTHER
σαν	7744	OTHER
τμήμα	7742	NOUN,OTHER
μέσω	7645	OTHER
ακόμη	7612	OTHER
τελικά	7567	NOUN,ADJECTIVE	τελικός
φορές	7564	NOUN,VERB	φορά
ιστορία	7502	NOUN,OTHER
μεγάλο	7417	NOUN,ADJECTIVE	μεγάλος
όσο	7401	OTHER
όλα	7371	ADJECTIVE	όλος
τρεις	7351	ADJECTIVE
αναφέρεται	7251	OTHER
πρέπει	7236	VERB
κέντρο	7208	NOUN,OTHER
ελληνική	7181	NOUN,ADJECTIVE	ελληνικός
όχι	7058	OTHER
αρχές	7005	NOUN,OTHER	αρχή
ίδιο	6945	ADJECTIVE	ίδιος
αρχικά	6933	ADJECTIVE	αρχικός
ώστε	6836	OTHER
γλώσσα	6795	NOUN,OTHER
μορφή	6740	NOUN,OTHER
κατοίκους	6737	NOUN,OTHER	κάτοικος
πόλεμο	6659	NOUN,OTHER	πόλεμος
κάτω	6605	OTHER
μη	6598	OTHER
ετών	6590	NOUN,OTHER	έτος
υπήρξε	6585	VERB	υπάρχω
κυβέρνηση	6545	NOUN,OTHER
οποίες	6533	OTHER
σύστημα	6532	NOUN,OTHER
έτος	6531	NOUN,OTHER
έργα	6515	NOUN,OTHER	έργο
παρά	6510	NOUN,PREPOSITION	παράς
κοντά	6502	NOUN,ADJECTIVE	κοντός
Αθήνα	6501	PROPER_NOUN
γεννήθηκε	6494	OTHER
χρήση	6464	NOUN,OTHER
χώρας	6455	NOUN,OTHER	χώρα
ανάμεσα	6442	OTHER
βάση	6422	NOUN,OTHER
συχνά	6414	ADJECTIVE	συχνός
γύρω	6396	OTHER
Αρχείο	6393	OTHER
χρόνο	6377	NOUN,OTHER	χρόνος
περιοχές	6368	NOUN,OTHER	περιοχή
έκανε	6335	VERB	κάνει
επειδή	6318	OTHER
συνήθως	6290	OTHER
χωριό	6273	NOUN,OTHER
γεγονός	6243	NOUN,OTHER
πλέον	6199	OTHER
έδρα	6193	NOUN,OTHER
Εθνική	6187	OTHER
ξεκίνησε	6185	OTHER
βασιλιά	6173	NOUN,OTHER	βασιλιάς
κι	6136	OTHER
εν	6122	PREPOSITION
τελευταία	6071	ADJECTIVE	τελευταίος
πολέμου	6059	NOUN,OTHER	πόλεμος
είτε	6027	OTHER
τίτλο	6010	NOUN,OTHER	τίτλος
ιδιαίτερα	6000	NOUN,ADJECTIVE	ιδιαίτερο
εκ	5952	PREPOSITION
θεωρείται	5943	VERB	θεωρώ
ζωή	5940	NOUN,OTHER
πρώτος	5881	OTHER
γίνεται	5873	OTHER
κόσμο	5852	NOUN,OTHER	κόσμος
αυτός	5824	OTHER
άλλη	5809	OTHER
εκείνη	5756	OTHER
Αγίου	5733	ADJECTIVE,PROPER_NOUN	Άγιος
πολιτική	5660	NOUN,ADJECTIVE	πολιτικός
βόρεια	5631	OTHER
τρόπο	5629	NOUN,OTHER	τρόπος
δε	5618	OTHER
όλες	5586	ADJECTIVE	όλος
σχετικά	5584	ADJECTIVE,PREPOSITION	σχετικός
μέλη	5561	NOUN,OTHER	μέλος
στοιχεία	5541	NOUN,OTHER	στοιχείο
άλλων	5537	OTHER
σχεδόν	5531	OTHER
Ελλάδας	5530	PROPER_NOUN
ίδιος	5497	ADJECTIVE
Εκκλησία	5490	OTHER
ονομασία	5468	NOUN,OTHER
Ιανουαρίου	5457	PROPER_NOUN
χώρες	5443	NOUN,OTHER	χώρα
δεύτερη	5438	OTHER
πρόεδρος	5432	NOUN,OTHER
παράδειγμα	5412	NOUN,OTHER
μεγαλύτερο	5404	ADJECTIVE	μεγαλύτερος
γιος	5388	NOUN,OTHER
μεγαλύτερη	5381	ADJECTIVE	μεγαλύτερος
Ιουλίου	5365	PROPER_NOUN
ηλικία	5346	NOUN,OTHER
μέλος	5316	NOUN,OTHER
μπορούν	5311	VERB	μπορώ
περισσότερο	5280	ADJECTIVE	περισσότερος
πρωτάθλημα	5239	NOUN,OTHER
νότια	5208	OTHER
Αυγούστου	5198	PROPER_NOUN
αγώνες	5186	NOUN,OTHER	αγώνας
Οκτωβρίου	5176	PROPER_NOUN
πέθανε	5169	OTHER
Μαΐου	5152	PROPER_NOUN
άρχισε	5142	VERB	αρχίζω
γίνει	5125	OTHER
Απριλίου	5115	PROPER_NOUN
Νοεμβρίου	5114	PROPER_NOUN
εκλογές	5106	NOUN,OTHER	εκλογή
Μαρτίου	5100	PROPER_NOUN
όρος	5098	NOUN,OTHER
Σεπτεμβρίου	5066	PROPER_NOUN
δεκαετία	5064	NOUN,OTHER
Ιουνίου	5057	PROPER_NOUN
νέο	5032	NOUN,ADJECTIVE	νέος
ταινία	5027	NOUN,OTHER
χρησιμοποιείται	5014	VERB	χρησιμοποιώ
εναντίον	4995	OTHER
νησί	4994	NOUN,OTHER
ομάδες	4990	NOUN,OTHER	ομάδα
περιλαμβάνει	4990	OTHER
εποχής	4972	NOUN,OTHER	εποχή
ήδη	4959	OTHER
μας	4916	OTHER
σχέση	4899	NOUN,OTHER
κάποια	4898	OTHER
μάχη	4875	NOUN,OTHER
ζωής	4849	NOUN,OTHER	ζωή
Ευρώπη	4840	PROPER_NOUN
Δεκεμβρίου	4814	PROPER_NOUN
θάνατο	4776	NOUN,OTHER	θάνατος
σημείο	4757	NOUN,OTHER
αυτών	4750	OTHER
πρώτα	4740	OTHER
αφορά	4736	OTHER
βασιλιάς	4726	NOUN,OTHER
δυνάμεις	4678	NOUN,OTHER	δύναμη
γνωστό	4647	NOUN,ADJECTIVE	γνωστός
παράλληλα	4630	ADJECTIVE	παράλληλος
πόλεις	4614	NOUN,OTHER	πόλη
πήρε	4612	VERB	παίρνω
περιοχής	4591	NOUN,OTHER	περιοχή
ΗΠΑ	4553	PROPER_NOUN
βρίσκονται	4541	VERB	βρίσκω
αρκετά	4539	ADJECTIVE	αρκετός
τρία	4535	OTHER
οποίοι	4526	OTHER
μουσική	4522	NOUN,OTHER
έλαβε	4521	VERB	λαμβάνω
πρώην	4484	OTHER
δεύτερο	4480	OTHER
ρόλο	4455	NOUN,OTHER	ρόλος
δυο	4448	OTHER
μάλιστα	4442	OTHER
αυτού	4439	OTHER
ιδρύθηκε	4439	OTHER
λίγο	4434	ADJECTIVE	λίγος
όλη	4429	ADJECTIVE	όλος
χώρο	4423	NOUN,OTHER	χώρος
κάτι	4417	NOUN,OTHER
παιδιά	4413	NOUN,OTHER	παιδί
γνωστή	4411	NOUN,ADJECTIVE	γνωστός
Αθηνών	4409	PROPER_NOUN
Έλληνες	4399	PROPER_NOUN
αγώνα	4379	NOUN,OTHER	αγώνας
κόρη	4366	NOUN,OTHER
κάνει	4339	VERB	κάνω
Δήμος	4333	OTHER
τέλη	4325	NOUN,OTHER	τέλος
πατέρα	4323	NOUN,OTHER	πατέρας
πολλοί	4316	ADJECTIVE	πολύς
άλλο	4296	OTHER
κατηγορία	4273	NOUN,OTHER
πληθυσμό	4264	NOUN,OTHER	πληθυσμός
αυτής	4248	OTHER
κοινότητα	4233	NOUN,OTHER
μέτρα	4220	NOUN,OTHER	μέτρο
ομάδας	4193	NOUN,OTHER	ομάδα
σημαίνει	4187	OTHER
Φεβρουαρίου	4183	PROPER_NOUN
ανάπτυξη	4166	NOUN,OTHER
χλμ	4152	OTHER
αυτόν	4143	OTHER
Ένωση	4142	OTHER
κάτοικοι	4133	NOUN,OTHER	κάτοικος
φαίνεται	4107	VERB	φαίνομαι
έπειτα	4102	OTHER
πρωτεύουσα	4099	NOUN,VERB	πρωτεύων
μόλις	4087	OTHER
αρχαία	4083	NOUN,ADJECTIVE	αρχαίος
Πανεπιστήμιο	4066	OTHER
χρονιά	4065	NOUN,OTHER
ονομάζεται	4057	OTHER
σημαντικό	4007	ADJECTIVE	σημαντικός
οποίων	4007	OTHER
Γαλλία	4000	PROPER_NOUN
διάφορες	3996	ADJECTIVE	διάφορος
αρχή	3989	NOUN,OTHER
περί	3986	PREPOSITION
αποτελούν	3986	OTHER
κράτος	3983	NOUN,OTHER
Σχολή	3983	OTHER
διάστημα	3975	NOUN,OTHER
παραγωγή	3929	NOUN,OTHER
ελληνικό	3920	NOUN,ADJECTIVE	ελληνικός
πέντε	3907	OTHER
κατάσταση	3905	NOUN,OTHER
κόμμα	3900	NOUN,OTHER
περίπτωση	3878	NOUN,OTHER
συμμετείχε	3875	OTHER
μεγάλες	3865	NOUN,ADJECTIVE	μεγάλος
γιατί	3850	OTHER
ανέλαβε	3824	OTHER
Δήμου	3805	OTHER
εξής	3802	OTHER
μου	3799	OTHER
σημαντική	3797	NOUN,ADJECTIVE	σημαντικός
δήμο	3789	OTHER
άλλους	3786	OTHER
ελληνικής	3778	NOUN,ADJECTIVE	ελληνική
μπορούσε	3774	VERB	μπορώ
περισσότερα	3769	ADJECTIVE	περισσότερος
Αυτοκρατορίας	3768	OTHER
αναφέρει	3765	OTHER
επιτυχία	3760	NOUN,OTHER
σώμα	3760	NOUN,OTHER
δημιουργία	3750	NOUN,OTHER
επιπλέον	3733	OTHER
ποτέ	3722	OTHER
οπότε	3721	OTHER
εξουσία	3716	NOUN,OTHER
βρισκόταν	3716	VERB	βρίσκω
Παγκόσμιο	3702	OTHER
μήκος	3684	NOUN,OTHER
αριθμό	3683	NOUN,OTHER	αριθμός
σκοπό	3668	NOUN,OTHER	σκοπός
μην	3664	OTHER
Βασίλειο	3662	OTHER
Εθνικής	3654	OTHER
άλλοι	3640	OTHER
πατέρας	3638	NOUN,OTHER
δύναμη	3633	NOUN,OTHER
οικογένεια	3627	NOUN,OTHER
έδωσε	3627	VERB	δίνω
πληθυσμού	3584	NOUN,OTHER	πληθυσμός
Εκκλησίας	3573	OTHER
έγιναν	3572	OTHER
Αυτοκρατορία	3566	OTHER
Μουσείο	3556	OTHER
πλευρά	3545	NOUN,OTHER	πλευρό
Γερμανία	3541	PROPER_NOUN
λέξη	3514	NOUN,OTHER
συνολικά	3514	ADJECTIVE	συνολικός
περισσότερες	3507	ADJECTIVE	περισσότερος
οποίου	3488	OTHER
Νέας	3482	OTHER
ημερολόγιο	3477	NOUN,OTHER
επίπεδο	3469	NOUN,ADJECTIVE	επίπεδος
σύνολο	3469	NOUN,OTHER
αποτελείται	3465	OTHER
όλο	3459	ADJECTIVE	όλος
όλων	3453	ADJECTIVE	όλος
άτομα	3449	NOUN,OTHER	άτομο
πάλι	3436	OTHER
πίσω	3434	OTHER
λόγο	3433	NOUN,OTHER	λόγια
αριθμός	3426	NOUN,OTHER
παράδοση	3419	NOUN,OTHER
γενικά	3419	NOUN,ADJECTIVE	γενικός
εταιρεία	3412	NOUN,OTHER
σημαία	3409	NOUN,OTHER
βιβλίο	3405	NOUN,OTHER
κόσμου	3389	NOUN,OTHER	κόσμος
μητέρα	3386	NOUN,OTHER
κράτους	3384	NOUN,OTHER	κράτος
Δημοκρατία	3381	OTHER
σημαντικά	3376	ADJECTIVE	σημαντικός
ντε	3359	OTHER
κέρδισε	3339	OTHER
δεκαετίας	3333	NOUN,OTHER	δεκαετία
τι	3327	OTHER
συγκεκριμένα	3325	VERB	συγκεκριμένος
μήνες	3322	NOUN,OTHER	μήνας
Ιταλία	3322	PROPER_NOUN
υπήρχε	3315	VERB	υπάρχω
θέμα	3299	NOUN,OTHER
προκειμένου	3295	OTHER
πηγές	3283	NOUN,OTHER	πηγή
τελικό	3281	NOUN,ADJECTIVE	τελικός
επέστρεψε	3263	OTHER
περιόδου	3260	NOUN,OTHER	περίοδος
ημέρα	3257	NOUN,OTHER
έγραψε	3252	VERB	γράφω
ούτε	3244	OTHER
μικρό	3241	NOUN,ADJECTIVE	μικρός
πάντα	3236	OTHER
Γη	3226	OTHER
σελίδα	3219	NOUN,OTHER
στρατό	3216	NOUN,OTHER	στρατός
εκατομμύρια	3209	NOUN,OTHER	εκατομμύριο
σεζόν	3198	OTHER
προέρχεται	3188	OTHER
θεωρία	3187	NOUN,OTHER
έκδοση	3181	NOUN,OTHER
διάφορα	3170	NOUN,ADJECTIVE	διάφορο
θάλασσα	3170	NOUN,OTHER
Δημοκρατίας	3167	OTHER
χιλιόμετρα	3165	NOUN,OTHER	χιλιόμετρο
βαθμό	3164	NOUN,OTHER	βαθμός
αυτούς	3147	OTHER
θέατρο	3139	NOUN,OTHER
ανήκει	3126	OTHER
αυτήν	3121	OTHER
χωριού	3120	NOUN,OTHER	χωριό
μικρή	3107	NOUN,ADJECTIVE	μικρός
παρέμεινε	3106	OTHER
αυτοκράτορα	3103	NOUN,OTHER	αυτοκράτορας
γνωστός	3100	NOUN,ADJECTIVE
απέκτησε	3083	OTHER
Γαλλίας	3080	PROPER_NOUN
Εθνικό	3074	OTHER
αμέσως	3071	OTHER
έκταση	3059	NOUN,OTHER
πρόγραμμα	3058	NOUN,OTHER
απ	3055	OTHER
κυκλοφόρησε	3050	OTHER
είδη	3038	NOUN,OTHER	είδος
όνομά	3023	OTHER
νησιά	3020	NOUN,OTHER	νησί
πολλούς	3017	ADJECTIVE	πολύς
επαρχία	3016	NOUN,OTHER
στρατού	3008	NOUN,OTHER	στρατός
κοινό	3007	ADJECTIVE	κοινός
ελληνικού	3004	NOUN,ADJECTIVE	ελληνικός
ακολούθησε	3000	VERB	ακολουθώ
Θεσσαλονίκης	2991	PROPER_NOUN
οδήγησε	2981	OTHER
